product,itemCount,running_total
core.chargeable.exchange,1,26336
core.chargeable.advancemailsec,1,26337
core.chargeable.exchange,1,26338
core.chargeable.advancemailsec,1,26339
core.chargeable.exchange,1,26340
core.chargeable.advancemailsec,1,26341
core.chargeable.exchange,3,26344
core.chargeable.advancemailsec,3,26347
core.chargeable.exchange,1,26348
core.chargeable.advancemailsec,1,26349
core.chargeable.exchange,2,26351
core.chargeable.advancemailsec,2,26353
core.chargeable.exchange,2,26355
core.chargeable.advancemailsec,2,26357
core.chargeable.exchange,12,26369
core.chargeable.advancemailsec,12,26381
core.chargeable.exchange,1,26382
core.chargeable.advancemailsec,1,26383
core.chargeable.exchange,1,26384
core.chargeable.advancemailsec,1,26385
core.chargeable.exchange,18,26403
core.chargeable.advancemailsec,18,26421
core.chargeable.exchange,1,26422
core.chargeable.advancemailsec,1,26423
core.chargeable.exchange,1,26424
core.chargeable.advancemailsec,1,26425
core.chargeable.exchange,1,26426
core.chargeable.advancemailsec,1,26427
core.chargeable.encrymsg,8,26435
core.chargeable.encrygateway,8,26443
core.chargeable.exchange,8,26451
core.chargeable.advancemailsec,8,26459
core.chargeable.exchange,2,26461
core.chargeable.advancemailsec,2,26463
core.chargeable.exchange,4,26467
core.chargeable.advancemailsec,4,26471
core.chargeable.exchange,2,26473
core.chargeable.advancemailsec,2,26475
core.chargeable.exchange,1,26476
core.chargeable.advancemailsec,1,26477
core.chargeable.exchange,1,26478
core.chargeable.advancemailsec,1,26479
core.chargeable.exchange,2,26481
core.chargeable.advancemailsec,2,26483
core.chargeable.exchange,1,26484
core.chargeable.advancemailsec,1,26485
core.chargeable.exchange,21,26506
core.chargeable.advancemailsec,21,26527
core.chargeable.exchange,1,26528
core.chargeable.advancemailsec,1,26529
core.chargeable.exchange,5,26534
core.chargeable.advancemailsec,5,26539
core.chargeable.exchange,6,26545
core.chargeable.advancemailsec,6,26551
core.chargeable.exchange,1,26552
core.chargeable.advancemailsec,1,26553
core.chargeable.exchange,3,26556
core.chargeable.advancemailsec,3,26559
core.chargeable.exchange,5,26564
core.chargeable.advancemailsec,5,26569
core.chargeable.exchange,5,26574
core.chargeable.advancemailsec,5,26579
core.chargeable.exchange,6,26585
core.chargeable.advancemailsec,6,26591
core.chargeable.exchange,1,26592
core.chargeable.advancemailsec,1,26593
core.chargeable.exchange,1,26594
core.chargeable.advancemailsec,1,26595
core.chargeable.exchange,2,26597
core.chargeable.advancemailsec,2,26599
core.chargeable.exchange,1,26600
core.chargeable.owa,1,26601
core.chargeable.activesync,1,26602
core.chargeable.advancemailsec,2,26604
core.chargeable.exchange,1,26605
core.chargeable.advancemailsec,1,26606
core.chargeable.exchange,1,26607
core.chargeable.advancemailsec,1,26608
core.chargeable.exchange,2,26610
core.chargeable.advancemailsec,2,26612
core.chargeable.exchange,1,26613
core.chargeable.advancemailsec,1,26614
core.chargeable.exchange,1,26615
core.chargeable.advancemailsec,1,26616
core.chargeable.exchange,1,26617
core.chargeable.advancemailsec,1,26618
core.chargeable.exchange,6,26624
core.chargeable.advancemailsec,6,26630
core.chargeable.exchange,2,26632
core.chargeable.advancemailsec,2,26634
core.chargeable.exchange,1,26635
core.chargeable.advancemailsec,1,26636
core.chargeable.exchange,16,26652
core.chargeable.advancemailsec,16,26668
core.chargeable.exchange,15,26683
core.chargeable.advancemailsec,15,26698
core.chargeable.exchange,5,26703
core.chargeable.advancemailsec,5,26708
core.chargeable.exchange,1,26709
core.chargeable.advancemailsec,1,26710
core.chargeable.exchange,1,26711
core.chargeable.advancemailsec,1,26712
core.chargeable.exchange,1,26713
core.chargeable.advancemailsec,1,26714
core.chargeable.exchange,6,26720
core.chargeable.advancemailsec,6,26726
core.chargeable.exchange,2,26728
core.chargeable.advancemailsec,2,26730
core.chargeable.exchange,10,26740
core.chargeable.advancemailsec,10,26750
core.chargeable.exchange,6,26756
core.chargeable.advancemailsec,6,26762
core.chargeable.exchange,66,26828
core.chargeable.advancemailsec,66,26894
core.chargeable.exchange,2,26896
core.chargeable.advancemailsec,2,26898
core.chargeable.exchange,5,26903
core.chargeable.advancemailsec,5,26908
core.chargeable.exchange,14,26922
core.chargeable.advancemailsec,14,26936
core.chargeable.exchange,81,27017
core.chargeable.advancemailsec,81,27098
core.chargeable.exchange,26,27124
core.chargeable.advancemailsec,26,27150
core.chargeable.exchange,121,27271
core.chargeable.advancemailsec,121,27392
core.chargeable.exchange,6,27398
core.chargeable.advancemailsec,6,27404
core.chargeable.exchange,1,27405
core.chargeable.advancemailsec,1,27406
core.chargeable.exchange,1,27407
core.chargeable.advancemailsec,1,27408
core.chargeable.exchange,2,27410
core.chargeable.addbackupspace,5000,32410
core.chargeable.advancemailsec,2,32412
core.chargeable.exchange,164,32576
core.chargeable.sharesync2gbuser,1,32577
core.chargeable.advancemailsec,164,32741
core.chargeable.exchange,2,32743
core.chargeable.advancemailsec,2,32745
core.chargeable.exchange,1,32746
core.chargeable.advancemailsec,1,32747
core.chargeable.exchange,1,32748
core.chargeable.advancemailsec,1,32749
core.chargeable.exchange,1,32750
core.chargeable.advancemailsec,1,32751
core.chargeable.exchange,12,32763
core.chargeable.advancemailsec,12,32775
core.chargeable.exchange,1,32776
core.chargeable.advancemailsec,1,32777
core.chargeable.exchange,1,32778
core.chargeable.advancemailsec,1,32779
core.chargeable.exchange,2,32781
core.chargeable.advancemailsec,2,32783
core.chargeable.exchange,2,32785
core.chargeable.advancemailsec,2,32787
core.chargeable.exchange,3,32790
core.chargeable.advancemailsec,3,32793
core.chargeable.exchange,1,32794
core.chargeable.advancemailsec,1,32795
core.chargeable.outlook,15,32810
core.chargeable.exchange,15,32825
core.chargeable.advancemailsec,15,32840
core.chargeable.exchange,6,32846
core.chargeable.advancemailsec,6,32852
core.chargeable.exchange,4,32856
core.chargeable.advancemailsec,4,32860
core.chargeable.exchange,4,32864
core.chargeable.advancemailsec,4,32868
core.chargeable.exchange,1,32869
core.chargeable.advancemailsec,1,32870
core.chargeable.exchange,1,32871
core.chargeable.advancemailsec,1,32872
core.chargeable.exchange,2,32874
core.chargeable.advancemailsec,2,32876
core.chargeable.encrymsg,1,32877
core.chargeable.encrygateway,2,32879
core.chargeable.exchange,31,32910
core.chargeable.advancemailsec,31,32941
core.chargeable.exchange,10,32951
core.chargeable.advancemailsec,10,32961
core.chargeable.exchange,7,32968
core.chargeable.advancemailsec,7,32975
core.chargeable.exchange,1,32976
core.chargeable.advancemailsec,1,32977
core.chargeable.exchange,3,32980
core.chargeable.advancemailsec,3,32983
core.chargeable.exchange,22,33005
core.chargeable.resource,2,33007
core.chargeable.advancemailsec,22,33029
core.chargeable.exchange,5,33034
core.chargeable.advancemailsec,5,33039
core.chargeable.exchange,10,33049
core.chargeable.advancemailsec,10,33059
core.chargeable.exchange,9,33068
core.chargeable.advancemailsec,9,33077
core.chargeable.exchange,7,33084
core.chargeable.advancemailsec,7,33091
core.chargeable.exchange,13,33104
core.chargeable.advancemailsec,13,33117
core.chargeable.exchange,4,33121
core.chargeable.advancemailsec,4,33125
core.chargeable.exchange,2,33127
core.chargeable.advancemailsec,2,33129
core.chargeable.exchange,19,33148
core.chargeable.advancemailsec,19,33167
core.chargeable.exchange,1,33168
core.chargeable.advancemailsec,1,33169
core.chargeable.exchange,2,33171
core.chargeable.advancemailsec,2,33173
core.chargeable.exchange,280,33453
core.chargeable.advancemailsec,280,33733
core.chargeable.exchange,1,33734
core.chargeable.advancemailsec,1,33735
core.chargeable.exchange,1,33736
core.chargeable.advancemailsec,1,33737
core.chargeable.exchange,3,33740
core.chargeable.advancemailsec,3,33743
core.chargeable.exchange,1,33744
core.chargeable.advancemailsec,1,33745
core.chargeable.exchange,11,33756
core.chargeable.advancemailsec,11,33767
core.chargeable.exchange,2,33769
core.chargeable.advancemailsec,2,33771
core.chargeable.exchange,6,33777
core.chargeable.advancemailsec,6,33783
core.chargeable.exchange,10,33793
core.chargeable.advancemailsec,10,33803
core.chargeable.exchange,19,33822
core.chargeable.resource,1,33823
core.chargeable.advancemailsec,19,33842
core.chargeable.exchange,1,33843
core.chargeable.advancemailsec,1,33844
core.chargeable.exchange,11,33855
core.chargeable.advancemailsec,11,33866
core.chargeable.exchange,6,33872
core.chargeable.advancemailsec,6,33878
core.chargeable.exchange,1,33879
core.chargeable.advancemailsec,1,33880
core.chargeable.exchange,7,33887
core.chargeable.advancemailsec,7,33894
core.chargeable.exchange,2,33896
core.chargeable.advancemailsec,2,33898
core.chargeable.exchange,1,33899
core.chargeable.advancemailsec,1,33900
core.chargeable.exchange,2,33902
core.chargeable.advancemailsec,2,33904
core.chargeable.exchange,1,33905
core.chargeable.advancemailsec,1,33906
core.chargeable.outlook,3,33909
core.chargeable.exchange,3,33912
core.chargeable.advancemailsec,3,33915
core.chargeable.exchange,1,33916
core.chargeable.advancemailsec,1,33917
core.chargeable.exchange,16,33933
core.chargeable.advancemailsec,16,33949
core.chargeable.exchange,2,33951
core.chargeable.advancemailsec,2,33953
core.chargeable.exchange,4,33957
core.chargeable.advancemailsec,4,33961
core.chargeable.exchange,2,33963
core.chargeable.advancemailsec,2,33965
core.chargeable.exchange,1,33966
core.chargeable.advancemailsec,1,33967
core.chargeable.exchange,1,33968
core.chargeable.advancemailsec,1,33969
core.chargeable.exchange,8,33977
core.chargeable.advancemailsec,8,33985
core.chargeable.exchange,8,33993
core.chargeable.advancemailsec,8,34001
core.chargeable.exchange,2,34003
core.chargeable.advancemailsec,2,34005
core.chargeable.exchange,2,34007
core.chargeable.advancemailsec,2,34009
core.chargeable.exchange,1,34010
core.chargeable.advancemailsec,1,34011
core.chargeable.exchange,6,34017
core.chargeable.advancemailsec,6,34023
core.chargeable.exchange,15,34038
core.chargeable.advancemailsec,15,34053
core.chargeable.exchange,1,34054
core.chargeable.advancemailsec,1,34055
core.chargeable.exchange,20,34075
core.chargeable.advancemailsec,20,34095
core.chargeable.exchange,18,34113
core.chargeable.advancemailsec,18,34131
core.chargeable.exchange,5,34136
core.chargeable.advancemailsec,5,34141
core.chargeable.exchange,4,34145
core.chargeable.advancemailsec,4,34149
core.chargeable.exchange,26,34175
core.chargeable.advancemailsec,26,34201
core.chargeable.exchange,1,34202
core.chargeable.advancemailsec,1,34203
core.chargeable.exchange,1,34204
core.chargeable.advancemailsec,1,34205
core.chargeable.exchange,118,34323
core.chargeable.advancemailsec,118,34441
core.chargeable.exchange,11,34452
core.chargeable.advancemailsec,11,34463
core.chargeable.exchange,1,34464
core.chargeable.advancemailsec,1,34465
core.chargeable.exchange,1,34466
core.chargeable.advancemailsec,1,34467
core.chargeable.exchange,1,34468
core.chargeable.advancemailsec,1,34469
core.chargeable.exchange,1,34470
core.chargeable.advancemailsec,1,34471
core.chargeable.exchange,90,34561
core.chargeable.advancemailsec,90,34651
core.chargeable.exchange,1,34652
core.chargeable.advancemailsec,1,34653
core.chargeable.exchange,8,34661
core.chargeable.advancemailsec,8,34669
core.chargeable.exchange,1,34670
core.chargeable.advancemailsec,1,34671
core.chargeable.exchange,1,34672
core.chargeable.advancemailsec,1,34673
core.chargeable.exchange,5,34678
core.chargeable.advancemailsec,5,34683
core.chargeable.exchange,3,34686
core.chargeable.advancemailsec,3,34689
core.chargeable.outlook,5,34694
core.chargeable.exchange,5,34699
core.chargeable.advancemailsec,5,34704
core.chargeable.exchange,1,34705
core.chargeable.advancemailsec,1,34706
core.chargeable.exchange,10,34716
core.chargeable.advancemailsec,10,34726
core.chargeable.exchange,4,34730
core.chargeable.advancemailsec,4,34734
core.chargeable.exchange,1,34735
core.chargeable.advancemailsec,1,34736
core.chargeable.exchange,40,34776
core.chargeable.archivemailbox,10,34786
core.chargeable.advancemailsec,40,34826
core.chargeable.exchange,6,34832
core.chargeable.advancemailsec,6,34838
core.chargeable.exchange,2,34840
core.chargeable.advancemailsec,2,34842
core.chargeable.exchange,10,34852
core.chargeable.advancemailsec,10,34862
core.chargeable.exchange,1,34863
core.chargeable.advancemailsec,1,34864
core.chargeable.exchange,1,34865
core.chargeable.advancemailsec,1,34866
core.chargeable.exchange,20,34886
core.chargeable.advancemailsec,20,34906
core.chargeable.exchange,1,34907
core.chargeable.advancemailsec,1,34908
core.chargeable.exchange,1,34909
core.chargeable.advancemailsec,1,34910
core.chargeable.exchange,2,34912
core.chargeable.advancemailsec,2,34914
core.chargeable.exchange,1,34915
core.chargeable.advancemailsec,1,34916
core.chargeable.exchange,6,34922
core.chargeable.advancemailsec,6,34928
core.chargeable.exchange,4,34932
core.chargeable.advancemailsec,4,34936
core.chargeable.exchange,2,34938
core.chargeable.advancemailsec,2,34940
core.chargeable.exchange,18,34958
core.chargeable.advancemailsec,18,34976
core.chargeable.exchange,1,34977
core.chargeable.advancemailsec,1,34978
core.chargeable.exchange,2,34980
core.chargeable.advancemailsec,2,34982
core.chargeable.exchange,1,34983
core.chargeable.advancemailsec,1,34984
core.chargeable.encrygateway,15,34999
core.chargeable.exchange,15,35014
core.chargeable.advancemailsec,15,35029
core.chargeable.exchange,2,35031
core.chargeable.advancemailsec,2,35033
core.chargeable.exchange,1,35034
core.chargeable.advancemailsec,1,35035
core.chargeable.exchange,3,35038
core.chargeable.advancemailsec,3,35041
core.chargeable.exchange,10,35051
core.chargeable.advancemailsec,10,35061
core.chargeable.exchange,10,35071
core.chargeable.advancemailsec,10,35081
core.chargeable.exchange,1,35082
core.chargeable.advancemailsec,1,35083
core.chargeable.exchange,1,35084
core.chargeable.advancemailsec,1,35085
core.chargeable.exchange,4,35089
core.chargeable.advancemailsec,4,35093
core.chargeable.exchange,1,35094
core.chargeable.advancemailsec,1,35095
core.chargeable.exchange,2,35097
core.chargeable.advancemailsec,2,35099
core.chargeable.exchange,2,35101
core.chargeable.advancemailsec,2,35103
core.chargeable.exchange,5,35108
core.chargeable.advancemailsec,5,35113
core.chargeable.exchange,1,35114
core.chargeable.advancemailsec,1,35115
core.chargeable.exchange,1,35116
core.chargeable.advancemailsec,1,35117
core.chargeable.exchange,1,35118
core.chargeable.advancemailsec,1,35119
core.chargeable.exchange,2,35121
core.chargeable.advancemailsec,2,35123
core.chargeable.exchange,1,35124
core.chargeable.advancemailsec,1,35125
core.chargeable.exchange,26,35151
core.chargeable.advancemailsec,26,35177
core.chargeable.exchange,2,35179
core.chargeable.advancemailsec,2,35181
core.chargeable.exchange,1,35182
core.chargeable.advancemailsec,1,35183
core.chargeable.exchange,6,35189
core.chargeable.advancemailsec,6,35195
core.chargeable.exchange,6,35201
core.chargeable.advancemailsec,6,35207
core.chargeable.exchange,1,35208
core.chargeable.advancemailsec,1,35209
core.chargeable.exchange,15,35224
core.chargeable.advancemailsec,15,35239
core.chargeable.exchange,6,35245
core.chargeable.advancemailsec,6,35251
core.chargeable.exchange,2,35253
core.chargeable.advancemailsec,2,35255
core.chargeable.exchange,4,35259
core.chargeable.advancemailsec,4,35263
core.chargeable.exchange,6,35269
core.chargeable.advancemailsec,6,35275
core.chargeable.exchange,17,35292
core.chargeable.advancemailsec,17,35309
core.chargeable.exchange,1,35310
core.chargeable.advancemailsec,1,35311
core.chargeable.exchange,2,35313
core.chargeable.advancemailsec,2,35315
core.chargeable.outlook,1,35316
core.chargeable.exchange,1,35317
core.chargeable.advancemailsec,1,35318
core.chargeable.exchange,4,35322
core.chargeable.advancemailsec,4,35326
core.chargeable.exchange,1,35327
core.chargeable.advancemailsec,1,35328
core.chargeable.exchange,14,35342
core.chargeable.advancemailsec,14,35356
core.chargeable.exchange,6,35362
core.chargeable.advancemailsec,6,35368
core.chargeable.exchange,5,35373
core.chargeable.advancemailsec,5,35378
core.chargeable.exchange,14,35392
core.chargeable.archivemailbox,14,35406
core.chargeable.advancemailsec,14,35420
core.chargeable.exchange,38,35458
core.chargeable.addspspace,7000,42458
core.chargeable.advancemailsec,38,42496
core.chargeable.exchange,2,42498
core.chargeable.advancemailsec,2,42500
core.chargeable.exchange,13,42513
core.chargeable.advancemailsec,13,42526
core.chargeable.exchange,2,42528
core.chargeable.advancemailsec,2,42530
core.chargeable.exchange,1,42531
core.chargeable.advancemailsec,1,42532
core.chargeable.exchange,1,42533
core.chargeable.advancemailsec,1,42534
core.chargeable.exchange,1,42535
core.chargeable.advancemailsec,1,42536
core.chargeable.exchange,1,42537
core.chargeable.advancemailsec,1,42538
core.chargeable.exchange,1,42539
core.chargeable.advancemailsec,1,42540
core.chargeable.exchange,1,42541
core.chargeable.advancemailsec,1,42542
core.chargeable.encrygateway,1,42543
core.chargeable.exchange,1,42544
core.chargeable.advancemailsec,1,42545
core.chargeable.exchange,2,42547
core.chargeable.advancemailsec,2,42549
core.chargeable.exchange,1,42550
core.chargeable.advancemailsec,1,42551
core.chargeable.exchange,1,42552
core.chargeable.advancemailsec,1,42553
core.chargeable.exchange,12,42565
core.chargeable.advancemailsec,12,42577
core.chargeable.exchange,1,42578
core.chargeable.advancemailsec,1,42579
core.chargeable.exchange,3,42582
core.chargeable.advancemailsec,3,42585
core.chargeable.exchange,1,42586
core.chargeable.advancemailsec,1,42587
core.chargeable.exchange,5,42592
core.chargeable.advancemailsec,5,42597
core.chargeable.exchange,2,42599
core.chargeable.advancemailsec,2,42601
core.chargeable.exchange,1,42602
core.chargeable.advancemailsec,1,42603
core.chargeable.exchange,2,42605
core.chargeable.advancemailsec,2,42607
core.chargeable.exchange,2,42609
core.chargeable.advancemailsec,2,42611
core.chargeable.exchange,2,42613
core.chargeable.advancemailsec,2,42615
core.chargeable.exchange,9,42624
core.chargeable.advancemailsec,9,42633
core.chargeable.exchange,1,42634
core.chargeable.advancemailsec,1,42635
core.chargeable.exchange,1,42636
core.chargeable.advancemailsec,1,42637
core.chargeable.exchange,7,42644
core.chargeable.advancemailsec,7,42651
core.chargeable.exchange,10,42661
core.chargeable.advancemailsec,10,42671
core.chargeable.exchange,4,42675
core.chargeable.advancemailsec,4,42679
core.chargeable.exchange,2,42681
core.chargeable.advancemailsec,2,42683
core.chargeable.exchange,6,42689
core.chargeable.advancemailsec,6,42695
core.chargeable.exchange,2,42697
core.chargeable.advancemailsec,2,42699
core.chargeable.exchange,6,42705
core.chargeable.advancemailsec,6,42711
core.chargeable.exchange,5,42716
core.chargeable.advancemailsec,5,42721
core.chargeable.exchange,31,42752
core.chargeable.advancemailsec,31,42783
core.chargeable.exchange,12,42795
core.chargeable.advancemailsec,12,42807
core.chargeable.exchange,1,42808
core.chargeable.advancemailsec,1,42809
core.chargeable.exchange,2,42811
core.chargeable.advancemailsec,2,42813
core.chargeable.exchange,11,42824
core.chargeable.advancemailsec,11,42835
core.chargeable.exchange,2,42837
core.chargeable.advancemailsec,2,42839
core.chargeable.exchange,24,42863
core.chargeable.advancemailsec,24,42887
core.chargeable.exchange,14,42901
core.chargeable.advancemailsec,14,42915
core.chargeable.addowaspace,13000,55915
core.chargeable.owa,2,55917
core.chargeable.activesync,2,55919
core.chargeable.advancemailsec,2,55921
core.chargeable.exchange,5,55926
core.chargeable.advancemailsec,5,55931
core.chargeable.exchange,1,55932
core.chargeable.advancemailsec,1,55933
core.chargeable.exchange,1,55934
core.chargeable.advancemailsec,1,55935
core.chargeable.exchange,6,55941
core.chargeable.advancemailsec,6,55947
core.chargeable.exchange,1,55948
core.chargeable.advancemailsec,1,55949
core.chargeable.exchange,7,55956
core.chargeable.advancemailsec,7,55963
core.chargeable.exchange,2,55965
core.chargeable.advancemailsec,2,55967
core.chargeable.addowaspace,2000,57967
core.chargeable.owa,1,57968
core.chargeable.activesync,1,57969
core.chargeable.advancemailsec,1,57970
core.chargeable.exchange,1,57971
core.chargeable.sharesync2gbuser,1,57972
core.chargeable.advancemailsec,1,57973
core.chargeable.exchange,5,57978
core.chargeable.advancemailsec,5,57983
core.chargeable.exchange,13,57996
core.chargeable.advancemailsec,13,58009
core.chargeable.exchange,7,58016
core.chargeable.advancemailsec,7,58023
core.chargeable.exchange,2,58025
core.chargeable.advancemailsec,2,58027
core.chargeable.exchange,24,58051
core.chargeable.advancemailsec,24,58075
core.chargeable.exchange,13,58088
core.chargeable.advancemailsec,13,58101
core.chargeable.exchange,1,58102
core.chargeable.advancemailsec,1,58103
core.chargeable.exchange,1,58104
core.chargeable.advancemailsec,1,58105
core.chargeable.exchange,1,58106
core.chargeable.advancemailsec,1,58107
core.chargeable.exchange,14,58121
core.chargeable.advancemailsec,14,58135
core.chargeable.exchange,1,58136
core.chargeable.advancemailsec,1,58137
core.chargeable.exchange,1,58138
core.chargeable.advancemailsec,1,58139
core.chargeable.exchange,2,58141
core.chargeable.advancemailsec,2,58143
core.chargeable.exchange,1,58144
core.chargeable.advancemailsec,1,58145
core.chargeable.exchange,10,58155
core.chargeable.advancemailsec,10,58165
core.chargeable.exchange,13,58178
core.chargeable.advancemailsec,13,58191
core.chargeable.exchange,101,58292
core.chargeable.advancemailsec,101,58393
core.chargeable.exchange,1,58394
core.chargeable.advancemailsec,1,58395
core.chargeable.exchange,3,58398
core.chargeable.advancemailsec,3,58401
core.chargeable.exchange,1,58402
core.chargeable.advancemailsec,1,58403
core.chargeable.exchange,9,58412
core.chargeable.advancemailsec,9,58421
core.chargeable.exchange,2,58423
core.chargeable.advancemailsec,2,58425
core.chargeable.exchange,1,58426
core.chargeable.advancemailsec,1,58427
core.chargeable.exchange,9,58436
core.chargeable.advancemailsec,9,58445
core.chargeable.exchange,4,58449
core.chargeable.advancemailsec,4,58453
core.chargeable.exchange,1,58454
core.chargeable.archivemailbox,1,58455
core.chargeable.advancemailsec,1,58456
core.chargeable.exchange,1,58457
core.chargeable.advancemailsec,1,58458
core.chargeable.exchange,1,58459
core.chargeable.advancemailsec,1,58460
core.chargeable.exchange,2,58462
core.chargeable.advancemailsec,2,58464
core.chargeable.exchange,1,58465
core.chargeable.advancemailsec,1,58466
core.chargeable.encrymsg,4,58470
core.chargeable.encrygateway,4,58474
core.chargeable.exchange,4,58478
core.chargeable.advancemailsec,4,58482
core.chargeable.exchange,1,58483
core.chargeable.advancemailsec,1,58484
core.chargeable.exchange,1,58485
core.chargeable.advancemailsec,1,58486
core.chargeable.exchange,4,58490
core.chargeable.advancemailsec,4,58494
core.chargeable.exchange,1,58495
core.chargeable.advancemailsec,1,58496
core.chargeable.exchange,2,58498
core.chargeable.advancemailsec,2,58500
core.chargeable.exchange,7,58507
core.chargeable.advancemailsec,7,58514
core.chargeable.exchange,2,58516
core.chargeable.advancemailsec,2,58518
core.chargeable.outlook,12,58530
core.chargeable.exchange,12,58542
core.chargeable.advancemailsec,12,58554
core.chargeable.exchange,1,58555
core.chargeable.advancemailsec,1,58556
core.chargeable.exchange,4,58560
core.chargeable.advancemailsec,4,58564
core.chargeable.exchange,2,58566
core.chargeable.advancemailsec,2,58568
core.chargeable.exchange,18,58586
core.chargeable.advancemailsec,18,58604
core.chargeable.exchange,1,58605
core.chargeable.advancemailsec,1,58606
core.chargeable.exchange,5,58611
core.chargeable.advancemailsec,5,58616
core.chargeable.exchange,1,58617
core.chargeable.advancemailsec,1,58618
core.chargeable.exchange,1,58619
core.chargeable.advancemailsec,1,58620
core.chargeable.exchange,3,58623
core.chargeable.advancemailsec,3,58626
core.chargeable.exchange,1,58627
core.chargeable.advancemailsec,1,58628
core.chargeable.exchange,12,58640
core.chargeable.advancemailsec,12,58652
core.chargeable.exchange,1,58653
core.chargeable.advancemailsec,1,58654
core.chargeable.exchange,5,58659
core.chargeable.advancemailsec,5,58664
core.chargeable.exchange,1,58665
core.chargeable.advancemailsec,1,58666
core.chargeable.exchange,1,58667
core.chargeable.advancemailsec,1,58668
core.chargeable.exchange,1,58669
core.chargeable.advancemailsec,1,58670
core.chargeable.exchange,40,58710
core.chargeable.advancemailsec,40,58750
core.chargeable.exchange,1,58751
core.chargeable.advancemailsec,1,58752
core.chargeable.exchange,2,58754
core.chargeable.advancemailsec,2,58756
core.chargeable.exchange,1,58757
core.chargeable.advancemailsec,1,58758
core.chargeable.exchange,1,58759
core.chargeable.advancemailsec,1,58760
core.chargeable.exchange,1,58761
core.chargeable.advancemailsec,1,58762
core.chargeable.exchange,2,58764
core.chargeable.advancemailsec,2,58766
core.chargeable.exchange,1,58767
core.chargeable.advancemailsec,1,58768
core.chargeable.exchange,1,58769
core.chargeable.advancemailsec,1,58770
core.chargeable.addowaspace,10000,68770
core.chargeable.owa,2,68772
core.chargeable.activesync,2,68774
core.chargeable.advancemailsec,2,68776
core.chargeable.exchange,7,68783
core.chargeable.advancemailsec,7,68790
core.chargeable.exchange,35,68825
core.chargeable.advancemailsec,35,68860
core.chargeable.exchange,2,68862
core.chargeable.advancemailsec,2,68864
core.chargeable.exchange,6,68870
core.chargeable.advancemailsec,6,68876
core.chargeable.exchange,1,68877
core.chargeable.advancemailsec,1,68878
core.chargeable.exchange,1,68879
core.chargeable.advancemailsec,1,68880
core.chargeable.exchange,78,68958
core.chargeable.advancemailsec,78,69036
core.chargeable.outlook,17,69053
core.chargeable.exchange,17,69070
core.chargeable.advancemailsec,17,69087
core.chargeable.exchange,1,69088
core.chargeable.advancemailsec,1,69089
core.chargeable.exchange,4,69093
core.chargeable.advancemailsec,4,69097
core.chargeable.exchange,22,69119
core.chargeable.advancemailsec,22,69141
core.chargeable.exchange,5,69146
core.chargeable.advancemailsec,5,69151
core.chargeable.exchange,5,69156
core.chargeable.advancemailsec,5,69161
core.chargeable.exchange,1,69162
core.chargeable.advancemailsec,1,69163
core.chargeable.exchange,5,69168
core.chargeable.advancemailsec,5,69173
core.chargeable.exchange,180,69353
core.chargeable.resource,7,69360
core.chargeable.advancemailsec,180,69540
core.chargeable.exchange,1,69541
core.chargeable.advancemailsec,1,69542
core.chargeable.exchange,1,69543
core.chargeable.advancemailsec,1,69544
core.chargeable.exchange,2,69546
core.chargeable.advancemailsec,2,69548
core.chargeable.exchange,6,69554
core.chargeable.advancemailsec,6,69560
core.chargeable.exchange,5,69565
core.chargeable.advancemailsec,5,69570
core.chargeable.exchange,2,69572
core.chargeable.advancemailsec,2,69574
core.chargeable.exchange,25,69599
core.chargeable.advancemailsec,25,69624
core.chargeable.owa,3,69627
core.chargeable.activesync,3,69630
core.chargeable.advancemailsec,3,69633
core.chargeable.exchange,1,69634
core.chargeable.advancemailsec,1,69635
core.chargeable.exchange,20,69655
core.chargeable.advancemailsec,20,69675
core.chargeable.exchange,7,69682
core.chargeable.advancemailsec,7,69689
core.chargeable.exchange,1,69690
core.chargeable.advancemailsec,1,69691
core.chargeable.exchange,6,69697
core.chargeable.advancemailsec,6,69703
core.chargeable.exchange,5,69708
core.chargeable.advancemailsec,5,69713
core.chargeable.exchange,11,69724
core.chargeable.advancemailsec,11,69735
core.chargeable.exchange,9,69744
core.chargeable.advancemailsec,9,69753
core.chargeable.exchange,12,69765
core.chargeable.advancemailsec,12,69777
core.chargeable.exchange,4,69781
core.chargeable.advancemailsec,4,69785
core.chargeable.exchange,1,69786
core.chargeable.advancemailsec,1,69787
core.chargeable.exchange,4,69791
core.chargeable.advancemailsec,4,69795
core.chargeable.exchange,3,69798
core.chargeable.advancemailsec,3,69801
core.chargeable.exchange,2,69803
core.chargeable.advancemailsec,2,69805
core.chargeable.exchange,2,69807
core.chargeable.advancemailsec,2,69809
core.chargeable.exchange,5,69814
core.chargeable.advancemailsec,5,69819
core.chargeable.exchange,7,69826
core.chargeable.advancemailsec,7,69833
core.chargeable.exchange,3,69836
core.chargeable.advancemailsec,3,69839
core.chargeable.exchange,1,69840
core.chargeable.advancemailsec,1,69841
core.chargeable.exchange,1,69842
core.chargeable.advancemailsec,1,69843
core.chargeable.exchange,9,69852
core.chargeable.advancemailsec,9,69861
core.chargeable.exchange,2,69863
core.chargeable.advancemailsec,2,69865
core.chargeable.exchange,1,69866
core.chargeable.advancemailsec,1,69867
core.chargeable.exchange,7,69874
core.chargeable.advancemailsec,7,69881
